original_sha256,web_asset_sha256,file,width,height,question_ids,subjects,topics,artist,provider,full_credit,license,license_url,source_page,source_title,rendering_note
9f236a2ecae107801dca915066d9347373ae7cb747cedb97ae297b42f12f80cc,ab77b4243b2b3c7eda6ff0f93cc9222bcf9112c16267f1f094542055da3bd25d,assets/neetpg_advanced_2026/images/9f236a2ecae107801dca915066d9347373ae7cb747cedb97ae297b42f12f80cc.jpg,790,327,BIOC-043 | BIOC-044,Biochemistry,Lysosomal storage diseases,"Tsutsumi N, Sakata S, Ikari R, Ebihara N",NCBI,"Tsutsumi N, Sakata S, Ikari R, Ebihara N",CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://pmc.ncbi.nlm.nih.gov/articles/PMC12955078/,"Tay-Sachs fundus cherry-red spot, Figure 1",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
9f7258104692ff8201b8496558b1bcc22bbf96ca8adcd9460c590cf390f8cd51,d88d341ff63d8be1dd42deed1dfe0d40de11452704d8209443f21a64e137e617,assets/neetpg_advanced_2026/images/9f7258104692ff8201b8496558b1bcc22bbf96ca8adcd9460c590cf390f8cd51.jpg,1318,1100,PATH-013 | PATH-014,Pathology,Acute leukemias,Animalculist,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Acute_lymphoblastic_leukemia.jpg,Acute lymphoblastic leukemia.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
9fa21937e4e6c8f6f41191274217a35c0090871ea66ebed3f65528acf231b5dc,11160ea575132674a4b013860d5ee398e78708ef8f708d001f5c0a69ec0cf1db,assets/neetpg_advanced_2026/images/9fa21937e4e6c8f6f41191274217a35c0090871ea66ebed3f65528acf231b5dc.jpg,1114,1100,MED-077 | MED-078,Medicine,Ischemic heart disease,https://i1.wp.com/lifeinthefastlane.com/wp-content/uploads/2011/09/Posterior-MI.jpg,Wikimedia Foundation,https://i1.wp.com/lifeinthefastlane.com/wp-content/uploads/2011/09/Posterior-MI.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Flipped_Posterior_STEMI_ECG.png,Flipped Posterior STEMI ECG.png,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
9fa65c5d4678d1f84b0bc07c0d00d5ecd37f2cd1f572df31593fd38c00197b0d,4fddf801439f1078ed9b1ff578b8c7592984201e41fc710a2f27f681a177ba68,assets/neetpg_advanced_2026/images/9fa65c5d4678d1f84b0bc07c0d00d5ecd37f2cd1f572df31593fd38c00197b0d.jpg,590,581,RAD-009 | RAD-010,Radiodiagnosis,Esophageal imaging,"Zhang Y, Li X.",NCBI,"Figure from Esophageal squamous cell carcinoma in a patient with spinal cord injury complicated by achalasia: a case report. (PMC13110931), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13110931/,"Esophageal squamous cell carcinoma in a patient with spinal cord injury complicated by achalasia: a case report. - Upper gastrointestinal barium swallow. The image demonstrates a dilated esophagus with retained barium and a smooth, tapered, concentric narrowing at the level of the esophagogastr",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
9ff4c08b5f013f12db34281f707b29f84b2f1162b47c4f6553fca515b6c7f685,739e4b645b08978218fb576ba1614199ddb880f62c96845374e76e70e49d2168,assets/neetpg_advanced_2026/images/9ff4c08b5f013f12db34281f707b29f84b2f1162b47c4f6553fca515b6c7f685.jpg,1200,960,PATH-079 | PATH-080,Pathology,"Cell injury, aging and pigment accumulation","Joseph Mathew, May Y Leong, Nick Morley and Alastair D Burt",Wikimedia Foundation,"A liver fibrosis cocktail? Psoriasis, methotrexate and genetic hemochromatosis , BMC Dermatology 2005, 5 :12. doi:10.1186/1471-5945-5-12",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hemochromatosis_liver_iron_prussian_blue.jpg,Hemochromatosis liver iron prussian blue.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a09439ccf043322c04a54b8fdc983c2ecbc3ff49330a8b29e967661c14a4823b,6a61d4301afb6245f35c154cca997411daa17707900afdb07875737ee3da2409,assets/neetpg_advanced_2026/images/a09439ccf043322c04a54b8fdc983c2ecbc3ff49330a8b29e967661c14a4823b.jpg,782,530,ENT-073 | ENT-074,ENT,ENT instruments,Netha Hussain,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Boyle_Davis_Mouth_Gag.jpg,Boyle Davis Mouth Gag.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a11c0de1b21ba838849ce28ec43121ef8c64b52b7d4c1c18ef55861fc6e09f98,1251d3341243c5f015e80f7669a02dbfe0ba4e77d8047b2602db97595f153fd1,assets/neetpg_advanced_2026/images/a11c0de1b21ba838849ce28ec43121ef8c64b52b7d4c1c18ef55861fc6e09f98.jpg,750,262,RAD-001 | RAD-002,Radiodiagnosis,Genitourinary imaging,"Kundargi VS, Patil SB, Patil S, Banerjee A.",NCBI,"Figure from Giant Distal Ureteric Calculus in a Tertiary Care Center: Our Experience. (PMC13011908), CC BY Local transformation: exact inferior crop removed answer-revealing labels while retaining both pelvic reconstructions, arrows and the distal ureteric calculus.",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13011908/,Giant Distal Ureteric Calculus in a Tertiary Care Center: Our Experience. - CT scan pelvis with 3D reconstruction image showing right distal ureteric calculus,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a13d8e389793046e0602740676d6cee23b92a74aff717ecb5985fa4e54f52fd7,902952ee0bc546a80901d1ab6c2b04c75b530265bb36e76bf2f8f3aa867226f3,assets/neetpg_advanced_2026/images/a13d8e389793046e0602740676d6cee23b92a74aff717ecb5985fa4e54f52fd7.jpg,1500,1041,PATH-059 | PATH-060,Pathology,Acute lung injury and ARDS,Yale Rosen from USA,Wikimedia Foundation,Diffuse alveolar damage (DAD) Uploaded by CFCF,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Diffuse_alveolar_damage_(DAD)_(4564040224).jpg,Diffuse alveolar damage (DAD) (4564040224).jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a2251a35c12c127a36be9ff6b1e6fadad687b2237c6043214cbb430d588cfbf4,32fc8e54064216f880c501f839d1f9131cd23498372006f524835a9ff4c39c72,assets/neetpg_advanced_2026/images/a2251a35c12c127a36be9ff6b1e6fadad687b2237c6043214cbb430d588cfbf4.jpg,1500,825,PHYS-007 | PHYS-008,Physiology,Nerve and muscle electrophysiology,TommyN94,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Sarcomere_length-tension_relationship.svg,Sarcomere length-tension relationship.svg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a241e1660c6cc2108ade8206347ec76820d58020cc90c107decd417df5f6a63f,4f72b3b1a32edda35b63ab2fb3ce40241ea1fa62dad9586cd2b62c890fc7757d,assets/neetpg_advanced_2026/images/a241e1660c6cc2108ade8206347ec76820d58020cc90c107decd417df5f6a63f.jpg,960,720,ANAT-017 | ANAT-018,Anatomy,Limb neurovascular anatomy,Anatomist90,Wikimedia Foundation,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Tibial_and_fibular_nerve.jpg,Tibial and fibular nerve.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a269a30773c9b0de5bc2577cd267cc031c2d97302464f53ce2154e83236bcf24,1bcf8636c4060dfc53a6453aa2c4d90c580a35dbcaabc63fd8e12d0d01cf06d0,assets/neetpg_advanced_2026/images/a269a30773c9b0de5bc2577cd267cc031c2d97302464f53ce2154e83236bcf24.jpg,776,734,PSY-035 | PSY-036,Psychiatry,Antipsychotic adverse effects,"Rissardo JP, Kherajani K, Vora NM, Yatakarla V, Fornari Caprara AL, Ratliff J, Caroff SN.",NCBI,"Figure from A Systematic Review of Oral Vertical Dyskinesia (""Rabbit"" Syndrome). (PMC11355986), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11355986/,"A Systematic Review of Oral Vertical Dyskinesia (""Rabbit"" Syndrome). - Drug-induced parkinsonism, rabbit syndrome, and dyskinesia spectrum. Abbreviations: DIP, drug-induced parkinsonism; DKN, dyskinesia; RS, rabbit syndrome.",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a2ceb1dbe94854aa164f5f471ef2a166be7d01e9a735bf2c9c0df378f80d6aa5,67fea80d515e54e725e500e8d6298539bb0fb925d250cecba5e610f732f61f08,assets/neetpg_advanced_2026/images/a2ceb1dbe94854aa164f5f471ef2a166be7d01e9a735bf2c9c0df378f80d6aa5.jpg,640,437,SUR-065 | SUR-066,Surgery,Skin tumors,"Le M, Nanda R, Khanna M.",NCBI,"Figure from Repair of a multi-subunit defect of the nasal ala, perialar cheek, and apical triangle of the upper lip. (PMC10423440), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10423440/,"Repair of a multi-subunit defect of the nasal ala, perialar cheek, and apical triangle of the upper lip. - Post-Mohs surgical defect, left nasal ala, extending onto the left perialar cheek and apical triangle of the upper lip, 1.5 × 1.5 cm.",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a32da1d7a39dde1d298410a0c5b7b54b6265c50e63a4d2f05f3a2fa4ff426255,8738f21d36d259c594bf31359d6bb746a44dd95f2aee39fda8e09f72df311945,assets/neetpg_advanced_2026/images/a32da1d7a39dde1d298410a0c5b7b54b6265c50e63a4d2f05f3a2fa4ff426255.jpg,646,647,OPH-051 | OPH-052,Ophthalmology,Orbital disease,"Liu Y, Chu Y, Zhang N, Wang C, Liu J, Wu N, Zhang P.",NCBI,"Figure from Occult invasive group A streptococcal infection with rapid progression to pediatric intraorbital abscess: a case report. (PMC13094192), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13094192/,"Occult invasive group A streptococcal infection with rapid progression to pediatric intraorbital abscess: a case report. - Imaging findings of the patient. a and b Preoperative orbital CT scans: Periorbital soft tissue swelling with pneumocele, findings consistent with orbital cellulitis. c and d Preop",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a373b95a363b70eebb489acd53c352e0ef917d164f6e57a413cd36b1dea9cd3c,287b7e8d17b9976070d99b9c87b847e35891299027d592823eda6fcfe9e56d72,assets/neetpg_advanced_2026/images/a373b95a363b70eebb489acd53c352e0ef917d164f6e57a413cd36b1dea9cd3c.jpg,539,434,ANAT-031 | ANAT-032,Anatomy,Cardiovascular embryology and fetal circulation,No machine-readable author provided. Ekko assumed (based on copyright claims).,Wikimedia Foundation,No machine-readable source provided. Own work assumed (based on copyright claims).,Public domain,,https://commons.wikimedia.org/wiki/File:Stent_tekst.jpg,Stent tekst.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a47c081c05c1f85f97875cd1155cbc3d5baa5afdef31ea90ca75849ba2f40a16,28cfddc73973818a4308a81c1304b8c1e4b3da1267f5e30d5ed6e8d8908f4e0e,assets/neetpg_advanced_2026/images/a47c081c05c1f85f97875cd1155cbc3d5baa5afdef31ea90ca75849ba2f40a16.jpg,322,387,SUR-053 | SUR-054,Surgery,Neurosurgical emergencies,Jfdwolff at English Wikipedia,Wikimedia Foundation,Transferred from en.wikipedia to Commons by Kauczuk using CommonsHelper .,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:Epidural_hematoma.png,Epidural hematoma.png,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a497f422188ea5f86d85ccb96dd8e52c4fcba7681f4901109c00dc1b3ddfc33a,4fc9f2059006b4e31704b9363a1208f956c1324443b4cedd91620b11129a34d7,assets/neetpg_advanced_2026/images/a497f422188ea5f86d85ccb96dd8e52c4fcba7681f4901109c00dc1b3ddfc33a.jpg,330,247,MICR-043 | MICR-044,Microbiology,Protozoal tissue infections,Centers for Disease Control and Prevention,Wikimedia Foundation,YouTube : https://www.youtube.com/watch?v=vBJK2KKegNE – View/save archived versions on archive.org Playlist: https://www.youtube.com/playlist?list=PLvrp9iOILTQYLBSxXeQS9OaG50Y2COXNx,Public domain,,https://commons.wikimedia.org/wiki/File:Naegleria-fowleri-realtime.webm,Naegleria-fowleri-realtime.webm,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a5ae79dbbf6eda1665af7682725963e52534baf4d47c25f951279bcf9b6a40e8,7c1dcd90b6596d40f61dab69bac99cebbfde281d113c9d3556bde315656a8ac7,assets/neetpg_advanced_2026/images/a5ae79dbbf6eda1665af7682725963e52534baf4d47c25f951279bcf9b6a40e8.jpg,600,200,FMT-071 | FMT-072,Forensic Medicine,Sexual jurisprudence and forensic serology,,NCBI,"Figure from PMC4811238 (PMC4811238), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC4811238/,"PMC4811238 - Spermatozoa found after microcentrifugation technique (2000g for 15 minutes), stained by nuclear fast red and picroindigocarmine (described as NF-PICS or Christmas Tree stain) in a",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a636637d3c2dc30cca0d05764710a54aa4eca25b81725ad0737ebdc0bffd81bd,5b38cc63d3a35ca13f2c58f4a22f5ebf768dbb1f085b11d2dd172822b6cb0de7,assets/neetpg_advanced_2026/images/a636637d3c2dc30cca0d05764710a54aa4eca25b81725ad0737ebdc0bffd81bd.jpg,997,749,PATH-065 | PATH-066,Pathology,Gynecologic pathology and tumors,"Department of Pathology, Calicut Medical College",Wikimedia Foundation,Calicut Medical College,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Cervical_Intraepithelial_Neoplasia_HSIL_20X.jpg,Cervical Intraepithelial Neoplasia HSIL 20X.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a6493a3828c2cd9f3ca8cf518794f23025e1bcb378a491ce86106e202aae7ef7,a9b0c0911b1ffee47530ef47aa01f9dd7a0a6dff31bd8595c6ccb4da0df281fb,assets/neetpg_advanced_2026/images/a6493a3828c2cd9f3ca8cf518794f23025e1bcb378a491ce86106e202aae7ef7.jpg,600,452,ENT-063 | ENT-064,ENT,Salivary gland disease and surgery,,Wikimedia Foundation,Pleomorphic adenoma (2) parotid gland.jpg · Wikimedia Foundation · CC BY-SA 3.0,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:Pleomorphic_adenoma_(2)_parotid_gland.jpg,Pleomorphic adenoma (2) parotid gland.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a6616b00efa67883a26077472769a59cb91c0f12bf3bceacb200e1076b374f25,4a4e77aa4a68a0250b518a41f295a111a30de97630bedebf275b3ee787ffc2c1,assets/neetpg_advanced_2026/images/a6616b00efa67883a26077472769a59cb91c0f12bf3bceacb200e1076b374f25.jpg,1500,1032,ANAT-023 | ANAT-024,Anatomy,Limb neurovascular anatomy,"Mangi, M.D., Zadow, S. &amp; Lim, W.",Wikimedia Foundation,"Mangi, M.D., Zadow, S. &amp; Lim, W. Nerve entrapment syndromes of the upper limb: a pictorial review. Insights Imaging 13, 166 (2022). https://doi.org/10.1186/s13244-022-01305-5",CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"https://commons.wikimedia.org/wiki/File:The_ulnar_nerve_is_shown._The_most_common_entrapment_neuropathies_of_the_ulnar_nerve_are_the_cubital_tunnel_syndrome_at_the_elbow,_and_the_ulnar_tunnel_syndrome_at_the_wrist.webp","The ulnar nerve is shown. The most common entrapment neuropathies of the ulnar nerve are the cubital tunnel syndrome at the elbow, and the ulnar tunnel syndrome at the wrist.webp",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a665285773dad9e2c64c493965a673bf95695627090cafa0f82074a80b8d8ba1,fce333d413e7a09e5e98827bc2c38731d846b2058e4dcee56ac87a1853f545e9,assets/neetpg_advanced_2026/images/a665285773dad9e2c64c493965a673bf95695627090cafa0f82074a80b8d8ba1.jpg,1448,1100,ANES-031 | ANES-032,Anaesthesiology,Neuromuscular blockade and monitoring,Doctor Jana,Wikimedia Foundation,https://docjana.com/neuro-muscular-junction/,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Neuro_Muscular_Junction.png,Neuro Muscular Junction.png,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a6721b6dc2529e32f22a4b769fedb0b02d95527a4af36f78ad490cb65c7456ed,ba1264121fc6ffdfbfef250361f3ed80c7497dbb893e15cc234ca96c6ae2c8de,assets/neetpg_advanced_2026/images/a6721b6dc2529e32f22a4b769fedb0b02d95527a4af36f78ad490cb65c7456ed.jpg,1041,803,ORTHO-051 | ORTHO-052,Orthopedics,Crystal arthropathy,"Ed Uthman from Houston, TX, USA",Wikimedia Foundation,Gout: monosodium urate crystals in joint fluid,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Gout_-_monosodium_urate_crystals_in_joint_fluid_(1).jpg,Gout - monosodium urate crystals in joint fluid (1).jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a6759d96827ef2f46345cd0bab52e3798bef0b30fc7cb2219b303831517ad215,46658b340f45a1b7e9adf9591b49f6e8430cbd2d176d2da5796a58ff3cc12efa,assets/neetpg_advanced_2026/images/a6759d96827ef2f46345cd0bab52e3798bef0b30fc7cb2219b303831517ad215.jpg,1467,1100,FMT-015 | FMT-016,Forensic Medicine,Wounds and traumatic head injury,Arria Belli,Wikimedia Foundation,Own work,Public domain,,https://commons.wikimedia.org/wiki/File:Wound_on_palm_of_hand.jpg,Wound on palm of hand.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a67f481e7b7c3c3245047e570583bbacb0c00fb3b14fe22f1b290af802861d3c,1de30c72e1209713690f7c9259ebe38684b2939de1340f27849683dace7f0a67,assets/neetpg_advanced_2026/images/a67f481e7b7c3c3245047e570583bbacb0c00fb3b14fe22f1b290af802861d3c.jpg,732,512,PHYS-047 | PHYS-048,Physiology,"Thermoregulation, fever and heat illness",,NCBI,"Figure from PMC11687855 (PMC11687855), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11687855/,"PMC11687855 - Critical environmental limits during minimal daily activity at a metabolic rate of 155 W (A, top left), RH = 0.0852·Ta212.617·Ta + 423.98 (R2 = 0.998). Critical environmental limit",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a6c18b8086d0e1e77bf3793b68004d2be7682cd1fb3649dd2cac9e3c50922b70,4fc1056114579917736ec11f479448f438ce0085de485a0cfc3e4475c81cca07,assets/neetpg_advanced_2026/images/a6c18b8086d0e1e77bf3793b68004d2be7682cd1fb3649dd2cac9e3c50922b70.jpg,1500,798,PHARM-021 | PHARM-022,Pharmacology,Antiarrhythmic drugs and cardiac glycosides,"Michael Rosengarten BEng, MD.McGill",Wikimedia Foundation,"EKG World Encyclopedia http://cme.med.mcgill.ca/php/index.php , courtesy of Michael Rosengarten BEng, MD.McGill",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:E341_(CardioNetworks_ECGpedia).jpg,E341 (CardioNetworks ECGpedia).jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a6e4bc440c921edee3976d9d9cc401ebc482c714ae2646248538aa5a9709486a,7c2d5e7c1677d22209661e2156e68537d8a44e583ce9278c9f86459375b63456,assets/neetpg_advanced_2026/images/a6e4bc440c921edee3976d9d9cc401ebc482c714ae2646248538aa5a9709486a.jpg,1026,764,SUR-051 | SUR-052,Surgery,Vascular disease,"James Heilman, MD",Wikimedia Foundation,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Ischemicbowel.PNG,Ischemicbowel.PNG,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a72c95379d1dbf9e893cb2310dccf593c55af100cc8cecb0b01b7c6ac290d700,057d071053ea30b43b69a7a49cefbdbd44c38a3a3209033f0003709741c8266b,assets/neetpg_advanced_2026/images/a72c95379d1dbf9e893cb2310dccf593c55af100cc8cecb0b01b7c6ac290d700.jpg,750,562,MICR-035 | MICR-036,Microbiology,Opportunistic and healthcare-associated bacteria,"Korochikar SP, Mane PM, Patil SR, Shelke YP, Patil SN, Korochikar P.",NCBI,"Figure from Phenotypic Detection of Carbapenem Resistance in Klebsiella pneumoniae, Acinetobacter baumannii, Pseudomonas aeruginosa, and Enterobacter Species at a Tertiary Care Hospital. (PMC13282563), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13282563/,"Phenotypic Detection of Carbapenem Resistance in Klebsiella pneumoniae, Acinetobacter baumannii, Pseudomonas aeruginosa, and Enterobacter Species at a Tertiary Care Hospital. - mCIM = modified carbapenem inactivation method; eCIM = EDTA-modified carbapenem inactivation method",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a7878c1cf345ff0e1b833021d0a7705a5fac8f02d7f2f799e01e2b77eca0120b,e4a79aef80ce1481692606e5e16803c7c60b4d26ca466220084f6e11a47ec675,assets/neetpg_advanced_2026/images/a7878c1cf345ff0e1b833021d0a7705a5fac8f02d7f2f799e01e2b77eca0120b.jpg,1022,1100,PED-041 | PED-042,Pediatrics,Genetic and congenital disorders,Courtesy: National Human Genome Research Institute,Wikimedia Foundation,Modified from [( Human Genome Project )]. from en: with same file name,Public domain,,https://commons.wikimedia.org/wiki/File:Robertsonian_translocation_rob(14;21).png,Robertsonian translocation rob(14;21).png,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a78d2d72ac4cca7a64c07b5fb9b16873747a546616cef73c38edd364a158d093,f1fed57240136082284cd465fe765db1bf71ce35539de5c4c96efa632e78399d,assets/neetpg_advanced_2026/images/a78d2d72ac4cca7a64c07b5fb9b16873747a546616cef73c38edd364a158d093.jpg,458,389,ORTHO-039 | ORTHO-040,Orthopedics,Degenerative spine and nerve roots,A E Francis,Wikimedia Foundation,Own work,Public domain,,https://commons.wikimedia.org/wiki/File:LUMBAR_DISC_HERNIATION.jpg,LUMBAR DISC HERNIATION.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a7ac591892c0243e2c647b8cb1891cdcedc1aa2d5242a4fa84fd651aa5e4f32c,45305bdfe1d4393128604c680895d5f6ebb128356ef533b26d8a8f8c33520963,assets/neetpg_advanced_2026/images/a7ac591892c0243e2c647b8cb1891cdcedc1aa2d5242a4fa84fd651aa5e4f32c.jpg,875,1100,FMT-061 | FMT-062,Forensic Medicine,Plant poisons,Stan Shebs,Wikimedia Foundation,Own work,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Aconitum_napellus_flower.jpg,Aconitum napellus flower.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a7e72d6099a1433cb1c43264518cb26e0f3f9f8f925eedd7adb6e1e58ad79594,bc0c64c0108cd31810e23c6a904fb0fb81898b33951f20274fcca5b14637f715,assets/neetpg_advanced_2026/images/a7e72d6099a1433cb1c43264518cb26e0f3f9f8f925eedd7adb6e1e58ad79594.jpg,1300,731,ANES-077 | ANES-078,Anaesthesiology,Neuraxial anesthesia,Goleisureintl,Wikimedia Foundation,Own work,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:3D_CT_reconstruction_of_human_lumbar_spine_and_sacrum_(anterior_view)_-_Navi_Mumbai.jpg,3D CT reconstruction of human lumbar spine and sacrum (anterior view) - Navi Mumbai.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a7fff63385e4f40bc2850a9fbdbb7c61ae28c0cde6cb0dacfb54f174a5ddf692,3f2a3630f21730b6ad7823a7ac5f11835aad43fcb681c775133ee8f9792d94b6,assets/neetpg_advanced_2026/images/a7fff63385e4f40bc2850a9fbdbb7c61ae28c0cde6cb0dacfb54f174a5ddf692.jpg,358,491,PSM-053 | PSM-054,Community Medicine (PSM),Maternal and newborn health programmes,"Litwin LE, Maly C, Khamis AR, et al.",NCBI,"Figure from Use of an electronic Partograph: feasibility and acceptability study in Zanzibar, Tanzania (PMC5944152), CC BY",CC BY,,https://pmc.ncbi.nlm.nih.gov/articles/PMC5944152/,"Use of an electronic Partograph: feasibility and acceptability study in Zanzibar, Tanzania - ePartogram",Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a887627a1c542c7d03ccb2b22c5fdda015631f8f81d8623c9b8dedb1f8ae176a,745c3b6c17a6d950e0e26be8adf1643bdcf85e52ad264cae477eb4b22488c7c9,assets/neetpg_advanced_2026/images/a887627a1c542c7d03ccb2b22c5fdda015631f8f81d8623c9b8dedb1f8ae176a.jpg,704,279,MED-001 | MED-002,Medicine,Arrhythmias,The original uploader was Ksheka at English Wikipedia .,Wikimedia Foundation,Transferred from en.wikipedia to Commons.,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:RVOT_Tachycardia.png,RVOT Tachycardia.png,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
a8b30c4a7acdf863652073c3fb92c12999ef76bdb0ac424f224aea0596385681,c9205bc83f557cc2fc0f5a1ff2e3c8001fc99fc729c2e96ed82818dc5700b642,assets/neetpg_advanced_2026/images/a8b30c4a7acdf863652073c3fb92c12999ef76bdb0ac424f224aea0596385681.jpg,560,1100,PSY-043 | PSY-044,Psychiatry,Anxiety disorders,Cheerful16,Wikimedia Foundation,Own work,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Skin_Excoriation_Disorder.jpg,Skin Excoriation Disorder.jpg,Web display JPEG made from the approved white-background render used in the final StudyDoc PDF; diagnostic annotations were not added.
